author|
title|
in|duden
year|
pages|https://www.duden.de/rechtschreibung/Pathos
tag|pathos + affekt + gefühl + ausdruck + leidenschaft + bewegt + bewegung + ergriffen + feierlich + emotion + erruption
quote|feierliches Ergriffensein, leidenschaftlich-bewegter Gefühlsausdruck
image|
dateAdded|20190207_1302
